task_id,status,attempts,final_level,provider,model,prompt_tokens,completion_tokens,total_tokens,trace
make-array-zero-by-subtracting-equal-amounts_python3,repair_fail,3,CDS,local_qwen,local_qwen,1287,6144,7431,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
unique-number-of-occurrences_python3,repair_success,1,TAC,local_qwen,local_qwen,392,2048,2440,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
find-kth-bit-in-nth-binary-string_python3,repair_fail,3,CDS,local_qwen,local_qwen,1264,6144,7408,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:ModuleNotFoundError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
linked-list-cycle_python3,repair_fail,3,CDS,local_qwen,local_qwen,1322,5963,7285,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> max_context_reached
minimum-obstacle-removal-to-reach-corner_python3,repair_fail,3,CDS,local_qwen,local_qwen,2014,6144,8158,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
create-components-with-same-value_python3,repair_fail,3,CDS,local_qwen,local_qwen,1658,6144,7802,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
next-greater-element-i_python3,repair_fail,3,CDS,local_qwen,local_qwen,1792,6144,7936,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:AttributeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> max_context_reached
fizz-buzz_python3,repair_success,1,TAC,local_qwen,local_qwen,330,2048,2378,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_success
longest-well-performing-interval_python3,repair_fail,3,CDS,local_qwen,local_qwen,1038,5979,7017,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:WrongAnswer -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
lexicographically-smallest-palindrome_python3,repair_fail,3,CDS,local_qwen,local_qwen,1407,6144,7551,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:AttributeError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:AttributeError -> max_context_reached
find-peak-element_python3,repair_fail,3,CDS,local_qwen,local_qwen,1337,6144,7481,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
distribute-candies_python3,repair_fail,3,CDS,local_qwen,local_qwen,1395,6144,7539,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
magic-squares-in-grid_python3,repair_fail,3,CDS,local_qwen,local_qwen,1607,6144,7751,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:IndentationError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> max_context_reached
satisfiability-of-equality-equations_python3,repair_fail,3,CDS,local_qwen,local_qwen,1879,5667,7546,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_failed:TypeError -> max_context_reached
making-file-names-unique_python3,repair_success,3,CDS,local_qwen,local_qwen,2116,6144,8260,semantic_pruning:TAC -> llm_repair_agent -> validation_sandbox -> repair_failed:SyntaxError -> escalate_to:PSS -> semantic_pruning:PSS -> llm_repair_agent -> validation_sandbox -> repair_failed:NameError -> escalate_to:CDS -> semantic_pruning:CDS -> llm_repair_agent -> validation_sandbox -> repair_success
